1676844953366	20759,191,257060864	20777,47,188456960	20796,157,266567680	20814,283,286658560	20833,149,264433664	20852,56.00000000000001,233984000
1676844954377	20759,260,306229248	20777,53,201646080	20796,80,266723328	20814,38,286769152	20833,118,266739712	20852,113.99999999999999,250834944
1676844955380	20759,223.52941176470588,307118080	20777,35.294117647058826,216772608	20796,38.23529411764706,266723328	20814,44.11764705882353,286769152	20833,144.11764705882354,266850304	20852,128.4313725490196,255369216
1676844956384	20759,259,355373056	20777,114.99999999999999,240050176	20796,91,266813440	20814,55.00000000000001,286769152	20833,127,284635136	20852,90,260370432
1676844957386	20759,182,370053120	20777,182,264523776	20796,56.99999999999999,266833920	20814,82,287117312	20833,104,284721152	20852,107,276660224
1676844958391	20759,192.07920792079207,370122752	20777,166.33663366336634,281038848	20796,2.9702970297029703,266833920	20814,61.386138613861384,287117312	20833,145.54455445544554,284721152	20852,91.0891089108911,276660224
1676844959394	20759,160,437735424	20777,81,291639296	20796,7.000000000000001,266833920	20814,55.00000000000001,287117312	20833,196,284991488	20852,63,276721664
1676844960396	20759,149,437735424	20777,57.99999999999999,295477248	20796,2,266833920	20814,147,290902016	20833,261,333651968	20852,38,276803584
1676844961399	20759,167,437735424	20777,96,295747584	20796,140,276881408	20814,112.00000000000001,302792704	20833,146,333815808	20852,55.00000000000001,276828160
1676844962402	20759,144.55445544554456,437809152	20777,80.19801980198021,296017920	20796,231.68316831683165,279044096	20814,55.44554455445545,302878720	20833,17.82178217821782,334086144	20852,100.99009900990099,276897792
1676844963407	20759,151,437809152	20777,81,296280064	20796,67,279044096	20814,97,302878720	20833,78,334086144	20852,118,277495808
1676844964408	20759,164,437809152	20777,34,296550400	20796,123,279498752	20814,39,302911488	20833,78,334102528	20852,80,277512192
1676844965410	20759,160,437809152	20777,14.000000000000002,296550400	20796,86,279539712	20814,194,303001600	20833,117,334176256	20852,94,283205632
1676844966413	20759,129.7029702970297,437907456	20777,9.900990099009901,296550400	20796,159.40594059405942,280887296	20814,168.31683168316832,303001600	20833,261.3861386138614,339849216	20852,75.24752475247524,283287552
1676844967416	20759,179,437907456	20777,9,296550400	20796,209,290189312	20814,172,304549888	20833,136,347009024	20852,96,283570176
1676844968419	20759,159,438005760	20777,18,300744704	20796,6,290353152	20814,119,304926720	20833,170,347013120	20852,26,283570176
1676844969422	20759,152.4752475247525,438005760	20777,10.891089108910892,300744704	20796,157.42574257425744,290422784	20814,142.57425742574256,306266112	20833,41.584158415841586,347136000	20852,101.98019801980197,283570176
1676844970425	20759,162,438005760	20777,9,300744704	20796,86,290451456	20814,56.99999999999999,306380800	20833,73,347136000	20852,123,285548544
1676844971428	20759,158,438005760	20777,7.000000000000001,300744704	20796,2,290516992	20814,26,306417664	20833,88,347205632	20852,96,285728768
1676844972430	20759,153.46534653465346,438005760	20777,11.881188118811881,300834816	20796,4.9504950495049505,290516992	20814,44.554455445544555,306417664	20833,106.93069306930694,347205632	20852,217.82178217821783,305184768
1676844973434	20759,105,438005760	20777,6,300834816	20796,18,290594816	20814,25,306565120	20833,47,347205632	20852,47,305577984
1676844974436	20759,107,438005760	20777,7.000000000000001,300838912	20796,52,298700800	20814,28.999999999999996,306565120	20833,62,347205632	20852,121,305577984
1676844975442	20759,164,438005760	20777,18,300838912	20796,85,298885120	20814,5,306565120	20833,56.99999999999999,347205632	20852,149,306061312
1676844976443	20759,189.1089108910891,438276096	20777,9.900990099009901,300838912	20796,85.14851485148515,299155456	20814,45.54455445544555,306565120	20833,66.33663366336634,347205632	20852,50.495049504950494,306061312
1676844977446	20759,168,438276096	20777,9,300838912	20796,112.00000000000001,302940160	20814,61,306565120	20833,44,347205632	20852,41,306061312
1676844978448	20759,164,438366208	20777,9,300838912	20796,52,302940160	20814,45,306565120	20833,75,347283456	20852,40,306061312
1676844979453	20759,168.31683168316832,438366208	20777,7.920792079207921,300838912	20796,82.17821782178217,302940160	20814,25.742574257425744,306565120	20833,55.44554455445545,347283456	20852,62.37623762376238,306061312
1676844980458	20759,163,438366208	20777,12,300838912	20796,77,302940160	20814,76,306565120	20833,110.00000000000001,347545600	20852,43,306151424
1676844981460	20759,163,438366208	20777,8,300838912	20796,2,303026176	20814,149,318459904	20833,111.00000000000001,347684864	20852,17,306151424
1676844982466	20759,146.53465346534654,438366208	20777,13.861386138613863,300838912	20796,86.13861386138613,303026176	20814,96.03960396039604,320696320	20833,45.54455445544555,347774976	20852,100,306151424
1676844983469	20759,151,438366208	20777,9,300838912	20796,47,303026176	20814,51,320966656	20833,69,347774976	20852,107,315068416
1676844984471	20759,152.4752475247525,438366208	20777,6.9306930693069315,300838912	20796,10.891089108910892,303026176	20814,22.772277227722775,320966656	20833,85.14851485148515,347774976	20852,63.366336633663366,315068416
1676844985473	20759,154,438431744	20777,10,300838912	20796,1,303026176	20814,47,320966656	20833,103,347914240	20852,48,315068416
1676844986475	20759,130,438431744	20777,8,300838912	20796,56.99999999999999,303026176	20814,95,321368064	20833,43,347914240	20852,36,315068416
1676844987477	20759,82,438902784	20777,13,300924928	20796,21,303026176	20814,26,321368064	20833,38,347979776	20852,26,315146240
1676844988478	20759,112.00000000000001,438902784	20777,7.000000000000001,300924928	20796,53,303026176	20814,21,321368064	20833,43,347979776	20852,81,315146240
1676844989482	20759,100,438902784	20777,7.920792079207921,300924928	20796,33.663366336633665,303026176	20814,22.772277227722775,321368064	20833,41.584158415841586,347979776	20852,61.386138613861384,317050880
1676844990484	20759,127,438902784	20777,27,300924928	20796,111.00000000000001,303026176	20814,20,321454080	20833,37,347979776	20852,63,317050880
1676844991487	20759,112.99999999999999,438902784	20777,8,300924928	20796,52,303026176	20814,25,321454080	20833,47,347979776	20852,43,317050880
1676844992490	20759,99,438902784	20777,6,300924928	20796,3,303026176	20814,68,321454080	20833,100,348299264	20852,1,317050880
1676844993492	20759,63.366336633663366,438902784	20777,3.9603960396039604,300924928	20796,0.9900990099009901,303026176	20814,19.801980198019802,321454080	20833,36.633663366336634,348299264	20852,9.900990099009901,317050880
1676844994494	20759,81,438902784	20777,13,300924928	20796,50,303288320	20814,36,321454080	20833,31,348299264	20852,36,317173760
1676844995494	20759,71,438902784	20777,6,300924928	20796,20,303288320	20814,8,321454080	20833,31,348299264	20852,64,317218816
1676844996497	20759,72,438902784	20777,5,300924928	20796,1,303288320	20814,0,321454080	20833,54,348299264	20852,50,317218816
1676844997500	20759,107,438902784	20777,8,300924928	20796,13,303370240	20814,22,321454080	20833,65,348299264	20852,27,317218816
1676844998502	20759,161.3861386138614,438902784	20777,6.9306930693069315,300924928	20796,2.9702970297029703,303370240	20814,34.65346534653465,321454080	20833,103.96039603960396,348385280	20852,39.603960396039604,317218816
1676844999504	20759,131,438902784	20777,6,300924928	20796,1,303370240	20814,33,321454080	20833,100,348385280	20852,31,317218816
1676845000506	20759,101,438902784	20777,9,300924928	20796,44,303443968	20814,16,321454080	20833,96,358109184	20852,49,317218816
1676845001508	20759,77,438902784	20777,6,300924928	20796,18,303529984	20814,24,321454080	20833,35,358109184	20852,21,317218816
1676845002510	20759,79.20792079207921,439001088	20777,3.9603960396039604,300924928	20796,0.9900990099009901,303529984	20814,30.693069306930692,321454080	20833,50.495049504950494,358109184	20852,20.792079207920793,317218816
1676845003512	20759,98,439001088	20777,6,301019136	20796,2,303529984	20814,25,321454080	20833,95,358182912	20852,25,317296640
1676845004513	20759,91,439001088	20777,8,301019136	20796,44,303529984	20814,17,321454080	20833,75,360312832	20852,36,317296640
1676845005515	20759,80,439001088	20777,5,301019136	20796,22,303529984	20814,19,321552384	20833,37,360312832	20852,26,317296640
1676845006517	20759,136,444481536	20777,9,301019136	20796,76,303529984	20814,35,321552384	20833,34,360361984	20852,35,317296640
1676845007520	20759,125.74257425742574,445321216	20777,8.91089108910891,301101056	20796,45.54455445544555,303529984	20814,6.9306930693069315,321552384	20833,40.5940594059406,360361984	20852,71.28712871287128,317296640
1676845008522	20759,86,445321216	20777,11,301101056	20796,36,303529984	20814,1,321552384	20833,28.999999999999996,360361984	20852,57.99999999999999,317296640
1676845009524	20759,88,445321216	20777,7.000000000000001,301101056	20796,16,303529984	20814,24,321662976	20833,101,360534016	20852,47,317374464
1676845010526	20759,89,445321216	20777,4,301101056	20796,11,303529984	20814,0,321662976	20833,63,360534016	20852,64,317374464
1676845011529	20759,96,445321216	20777,5,301101056	20796,45,303529984	20814,1,321662976	20833,42,360534016	20852,74,317374464
1676845012531	20759,104.95049504950495,445321216	20777,3.9603960396039604,301101056	20796,14.85148514851485,303529984	20814,0,321662976	20833,72.27722772277228,360534016	20852,93.06930693069307,317612032
1676845013534	20759,120,445321216	20777,9,301174784	20796,15,303681536	20814,1,321662976	20833,88,360534016	20852,82,317612032
1676845014536	20759,128,445321216	20777,6,301174784	20796,1,303681536	20814,0,321662976	20833,115.99999999999999,360534016	20852,82,317612032
1676845015538	20759,134,445321216	20777,6,301174784	20796,1,303681536	20814,12,321662976	20833,104,360579072	20852,67,317612032
1676845016541	20759,132.67326732673268,445321216	20777,6.9306930693069315,301174784	20796,1.9801980198019802,303681536	20814,30.693069306930692,321662976	20833,88.11881188118812,360579072	20852,33.663366336633665,317612032
1676845017543	20759,98,445321216	20777,6,301174784	20796,61,303882240	20814,35,321888256	20833,60,360660992	20852,26,317612032
1676845018545	20759,130,445517824	20777,10,301277184	20796,30,303943680	20814,42,321888256	20833,59,360660992	20852,26,317612032
1676845019547	20759,138,445784064	20777,7.000000000000001,301277184	20796,89,305291264	20814,19,321888256	20833,37,360660992	20852,50,317612032
1676845020550	20759,92,445784064	20777,8,301277184	20796,36,305291264	20814,31,321888256	20833,42,360660992	20852,25,317612032
1676845021552	20759,104.95049504950495,445784064	20777,10.891089108910892,301277184	20796,76.23762376237624,305471488	20814,20.792079207920793,321888256	20833,30.693069306930692,360660992	20852,55.44554455445545,317612032
1676845022554	20759,98,445784064	20777,7.000000000000001,301277184	20796,31,305471488	20814,34,321888256	20833,44,360660992	20852,25,317612032
1676845023558	20759,105,445784064	20777,8,301277184	20796,66,305471488	20814,21,321957888	20833,42,360660992	20852,51,317612032
1676845024562	20759,94.05940594059405,445784064	20777,4.9504950495049505,301277184	20796,32.67326732673268,305471488	20814,0.9900990099009901,321957888	20833,41.584158415841586,360660992	20852,68.31683168316832,317612032
1676845025565	20759,92,445784064	20777,6,301277184	20796,36,305471488	20814,28.000000000000004,321957888	20833,22,360660992	20852,23,317612032
1676845026567	20759,87,445784064	20777,7.000000000000001,301277184	20796,27,308977664	20814,33,321957888	20833,44,360660992	20852,26,317612032
1676845027570	20759,74,445796352	20777,4,301277184	20796,39,308977664	20814,27,325468160	20833,25,360660992	20852,23,317612032
1676845028571	20759,92.07920792079209,445796352	20777,5.9405940594059405,301277184	20796,31.683168316831683,308977664	20814,19.801980198019802,329248768	20833,58.415841584158414,366989312	20852,46.53465346534654,317693952
1676845029574	20759,98,445796352	20777,6,301277184	20796,1,308977664	20814,24,329248768	20833,66,366989312	20852,40,319852544
1676845030576	20759,105,445796352	20777,6,301277184	20796,1,308977664	20814,32,329248768	20833,71,366989312	20852,28.999999999999996,320827392
1676845031577	20759,115.99999999999999,445796352	20777,8,301277184	20796,59,308977664	20814,63,329248768	20833,33,366989312	20852,26,320827392
1676845032580	20759,112.87128712871286,445796352	20777,5.9405940594059405,301277184	20796,26.732673267326735,308977664	20814,25.742574257425744,329248768	20833,50.495049504950494,366989312	20852,40.5940594059406,320827392
1676845033581	20759,112.99999999999999,445796352	20777,6,301277184	20796,3,308977664	20814,15,329248768	20833,79,366989312	20852,47,320827392
1676845034583	20759,113.99999999999999,445796352	20777,5,301277184	20796,1,308977664	20814,1,329248768	20833,98,366989312	20852,70,320827392
1676845035587	20759,124,445796352	20777,7.000000000000001,301277184	20796,0,308977664	20814,10,329248768	20833,97,366989312	20852,56.99999999999999,320827392
1676845036588	20759,76,445796352	20777,5,301277184	20796,25,308977664	20814,19,329248768	20833,37,366989312	20852,34,320827392
1676845037591	20759,103.96039603960396,445796352	20777,7.920792079207921,301277184	20796,18.81188118811881,309166080	20814,9.900990099009901,329248768	20833,68.31683168316832,366989312	20852,60.396039603960396,320827392
1676845038593	20759,129,445796352	20777,12,301277184	20796,14.000000000000002,309166080	20814,36,329506816	20833,87,366989312	20852,48,320827392
1676845039594	20759,67,445796352	20777,6,301277184	20796,35,309166080	20814,14.000000000000002,329601024	20833,23,366989312	20852,37,321024000
1676845040596	20759,75,445796352	20777,8,301346816	20796,48,317001728	20814,5,329601024	20833,41,367304704	20852,46,321024000
1676845041598	20759,100,445796352	20777,8,301346816	20796,1,317001728	20814,37,329601024	20833,62,367370240	20852,18,321024000
1676845042600	20759,85.14851485148515,446021632	20777,6.9306930693069315,301346816	20796,0.9900990099009901,317001728	20814,42.57425742574257,329601024	20833,59.4059405940594,367370240	20852,11.881188118811881,321024000
1676845043602	20759,86,446021632	20777,5,301346816	20796,1,317001728	20814,25,329601024	20833,57.99999999999999,367370240	20852,23,321024000
1676845044604	20759,68,446021632	20777,7.000000000000001,301346816	20796,31,317001728	20814,1,329601024	20833,23,367370240	20852,60,321024000
1676845045606	20759,72,446103552	20777,7.000000000000001,301346816	20796,21,317001728	20814,18,329601024	20833,31,367370240	20852,36,321024000
1676845046610	20759,24,446103552	20777,0,0	20796,1,317001728	20814,16,329650176	20833,17,367370240	20852,1,321138688
