1676605892405	731,0,65982464	749,0,67223552	776,0,65028096	797,0,66691072	834,0,65335296
1676605893409	731,79.20792079207921,129773568	749,80.19801980198021,135659520	776,74.25742574257426,115183616	797,80.19801980198021,122646528	834,65.34653465346535,120872960
1676605894413	731,3,132165632	749,1,135659520	776,0,115183616	797,0,122646528	834,0,120872960
1676605895416	731,24,136654848	749,0,135659520	776,0,115183616	797,0,122646528	834,0,120872960
1676605896418	731,3.9603960396039604,137248768	749,1.9801980198019802,135942144	776,7.920792079207921,128401408	797,0,122646528	834,0,120872960
1676605897419	731,6,137981952	749,3,138436608	776,7.000000000000001,131387392	797,10,136192000	834,0,120909824
1676605898422	731,4,138444800	749,3,138436608	776,2,131657728	797,5,138678272	834,2,121171968
1676605899426	731,2,138756096	749,3,138887168	776,2,133701632	797,2,139071488	834,16,136757248
1676605900429	731,10.891089108910892,144879616	749,2.9702970297029703,138887168	776,0.9900990099009901,133701632	797,1.9801980198019802,141434880	834,1.9801980198019802,138870784
1676605901432	731,23,146923520	749,6,138964992	776,47,142839808	797,1,141434880	834,1,138870784
1676605902439	731,135,174563328	749,106,153501696	776,46,149409792	797,28.000000000000004,146657280	834,169,161579008
1676605903442	731,51.48514851485149,181194752	749,40.5940594059406,170749952	776,1.9801980198019802,149409792	797,1.9801980198019802,146657280	834,60.396039603960396,169984000
1676605904443	731,39,182034432	749,34,183435264	776,0,149409792	797,1,146657280	834,43,178593792
1676605905444	731,79,199151616	749,20,192094208	776,5,150134784	797,6,147406848	834,73,204365824
1676605906462	731,67.64705882352942,203345920	749,66.66666666666666,196288512	776,0.9803921568627451,150134784	797,0,147406848	834,53.92156862745098,204636160
1676605907463	731,48,203411456	749,6,196366336	776,0,150134784	797,0,147406848	834,60,207409152
1676605908464	731,41,203411456	749,4,196460544	776,1,150134784	797,1,147595264	834,67,207421440
1676605909466	731,47,204304384	749,5,196460544	776,0,150233088	797,1,147595264	834,56.99999999999999,208809984
1676605910468	731,131.68316831683168,206401536	749,5.9405940594059405,196460544	776,0.9900990099009901,150233088	797,0.9900990099009901,147595264	834,58.415841584158414,257196032
1676605911469	731,48,206401536	749,16,196460544	776,0,150233088	797,0,147595264	834,33,257196032
1676605912470	731,69,249786368	749,43,206946304	776,1,150233088	797,1,147595264	834,75,259088384
1676605913471	731,80,253980672	749,6,206946304	776,1,150233088	797,0,147595264	834,27,259088384
1676605914475	731,122,255881216	749,7.000000000000001,207024128	776,13,150319104	797,72,151695360	834,0,0
1676605915477	731,118.8118811881188,268083200	749,23.762376237623762,208371712	776,150.4950495049505,170901504	797,18.81188118811881,153726976	834,0,0
1676605916479	731,44,268083200	749,64,224153600	776,2,170987520	797,74,163700736	834,0,0
1676605917482	731,55.00000000000001,268083200	749,17,224153600	776,1,170987520	797,65,187142144	834,0,0
1676605918483	731,60,268423168	749,13,224264192	776,43,181612544	797,4,187142144	834,0,0
1676605919484	731,72,287502336	749,4,224264192	776,1,183709696	797,61,207708160	834,0,0
1676605920488	731,42,313688064	749,18,234881024	776,1,183709696	797,140,216358912	834,0,0
1676605921490	731,42.57425742574257,313839616	749,2.9702970297029703,234881024	776,0,183709696	797,66.33663366336634,216358912	834,0,0
1676605922492	731,64,313839616	749,4,234881024	776,1,183709696	797,55.00000000000001,216358912	834,0,0
1676605923493	731,59,313839616	749,9,234881024	776,1,183709696	797,31,216358912	834,0,0
1676605924494	731,27,313839616	749,14.000000000000002,234987520	776,23,183791616	797,54,216420352	834,0,0
1676605925495	731,44,313933824	749,3,234987520	776,0,183791616	797,57.99999999999999,234262528	834,0,0
1676605926497	731,43.56435643564357,355127296	749,2.9702970297029703,234987520	776,0,183791616	797,63.366336633663366,234528768	834,0,0
1676605927500	731,63,355127296	749,1,234987520	776,1,183791616	797,76,236351488	834,0,0
1676605928502	731,112.99999999999999,357527552	749,6,235012096	776,91,203272192	797,0,0	834,0,0
1676605929503	731,44,357527552	749,2,239206400	776,63,205627392	797,0,0	834,0,0
1676605930504	731,44,357781504	749,101,241303552	776,41,206180352	797,0,0	834,0,0
1676605931508	731,50.495049504950494,357781504	749,1.9801980198019802,241303552	776,31.683168316831683,206467072	797,0,0	834,0,0
1676605932509	731,49,357859328	749,20,241303552	776,41,209440768	797,0,0	834,0,0
1676605933511	731,39,357859328	749,37,245624832	776,86,226471936	797,0,0	834,0,0
1676605934513	731,27,357859328	749,2,245624832	776,53,226549760	797,0,0	834,0,0
1676605935514	731,47,357859328	749,14.000000000000002,245710848	776,49,227082240	797,0,0	834,0,0
1676605936516	731,44,357941248	749,41,250576896	776,56.99999999999999,227147776	797,0,0	834,0,0
1676605937518	731,35.64356435643564,357941248	749,1.9801980198019802,250576896	776,45.54455445544555,227504128	797,0,0	834,0,0
1676605938519	731,63,358445056	749,3,250576896	776,39,239165440	797,0,0	834,0,0
1676605939521	731,42,358445056	749,26,250576896	776,45,253853696	797,0,0	834,0,0
1676605940523	731,32,358572032	749,3,250576896	776,51,253853696	797,0,0	834,0,0
1676605941525	731,2,358572032	749,0,0	776,2,253779968	797,0,0	834,0,0
