1676841606331	5984,0,69709824	6003,0,68562944	6037,0,67002368	6056,0,67469312
1676841607333	5984,41.584158415841586,130641920	6003,48.51485148514851,138354688	6037,51.48514851485149,122888192	6056,46.53465346534654,120782848
1676841608336	5984,4,133013504	6003,1,138420224	6037,0,122888192	6056,0,120782848
1676841609337	5984,2,133013504	6003,3,138694656	6037,5,136425472	6056,1,120782848
1676841610340	5984,6,135806976	6003,3,139538432	6037,6,139173888	6056,6,134533120
1676841611343	5984,18.81188118811881,148340736	6003,0.9900990099009901,139538432	6037,1.9801980198019802,139444224	6056,4.9504950495049505,137248768
1676841612346	5984,9,149594112	6003,5,141897728	6037,3,139710464	6056,1,139612160
1676841613347	5984,110.00000000000001,179007488	6003,79,157081600	6037,59,150384640	6056,119,150171648
1676841614350	5984,83.16831683168317,219230208	6003,46.53465346534654,162775040	6037,0.9900990099009901,150450176	6056,133.66336633663366,249831424
1676841615351	5984,68,239222784	6003,18,162852864	6037,0,150528000	6056,68,254021632
1676841616353	5984,50,247693312	6003,14.000000000000002,175767552	6037,1,150528000	6056,51,254812160
1676841617355	5984,52,249876480	6003,12,179961856	6037,1,150528000	6056,59,265158656
1676841618356	5984,101,268328960	6003,17,180895744	6037,0,150528000	6056,57.99999999999999,269246464
1676841619358	5984,73,268599296	6003,8,180895744	6037,2,151056384	6056,70,269246464
1676841620359	5984,83.16831683168317,270147584	6003,19.801980198019802,198553600	6037,0.9900990099009901,151056384	6056,68.31683168316832,272240640
1676841621362	5984,112.00000000000001,278503424	6003,105,254730240	6037,1,151056384	6056,131,293048320
1676841622362	5984,81,279994368	6003,12,269795328	6037,0,151056384	6056,92,299413504
1676841623364	5984,69,280264704	6003,5,282378240	6037,1,151056384	6056,73,299724800
1676841624366	5984,65,280358912	6003,7.000000000000001,295059456	6037,1,151056384	6056,56.99999999999999,299941888
1676841625367	5984,54,280395776	6003,6,295555072	6037,47,151973888	6056,42,299941888
1676841626367	5984,60,280580096	6003,21,295555072	6037,65,172658688	6056,32,299941888
1676841627368	5984,76,280682496	6003,5,295645184	6037,5,174755840	6056,47,299962368
1676841628370	5984,62.37623762376238,280711168	6003,5.9405940594059405,295645184	6037,0.9900990099009901,174755840	6056,51.48514851485149,300113920
1676841629371	5984,70,280711168	6003,35,298348544	6037,0,174755840	6056,65,300113920
1676841630373	5984,64,280711168	6003,7.000000000000001,298348544	6037,1,174755840	6056,61,300113920
1676841631375	5984,63,280711168	6003,42,300777472	6037,26,193777664	6056,35,300113920
1676841632378	5984,64,280711168	6003,8,304971776	6037,56.00000000000001,212652032	6056,14.000000000000002,300113920
1676841633380	5984,78.21782178217822,280711168	6003,9.900990099009901,307068928	6037,35.64356435643564,242278400	6056,41.584158415841586,300457984
1676841634382	5984,65,280711168	6003,6,307068928	6037,42,246882304	6056,23,300457984
1676841635383	5984,66,280788992	6003,6,307068928	6037,33,247152640	6056,36,300457984
1676841636385	5984,56.00000000000001,280788992	6003,5,307068928	6037,35,247476224	6056,14.000000000000002,300535808
1676841637386	5984,51,280788992	6003,5,307068928	6037,15,247566336	6056,30,300711936
1676841638386	5984,44,280788992	6003,4,307068928	6037,48,267030528	6056,17,300711936
1676841639389	5984,43,280788992	6003,2,307068928	6037,1,267030528	6056,31,300822528
1676841640391	5984,42.57425742574257,280883200	6003,2.9702970297029703,307179520	6037,0,267030528	6056,33.663366336633665,300822528
1676841641393	5984,54,280883200	6003,5,307179520	6037,0,267030528	6056,40,300822528
1676841642394	5984,51,280883200	6003,3,307179520	6037,1,267030528	6056,35,300826624
1676841643394	5984,52,280883200	6003,3,307179520	6037,0,267030528	6056,33,300826624
1676841644397	5984,97,280965120	6003,8,307179520	6037,0,267030528	6056,53,300826624
1676841645398	5984,62,280965120	6003,4,307179520	6037,22,267030528	6056,35,300826624
1676841646399	5984,59.4059405940594,280965120	6003,5.9405940594059405,307179520	6037,45.54455445544555,267030528	6056,11.881188118811881,300826624
1676841647400	5984,74,280965120	6003,7.000000000000001,307179520	6037,3,267104256	6056,56.00000000000001,300826624
1676841648402	5984,62,280965120	6003,5,307179520	6037,1,267104256	6056,49,300826624
1676841649403	5984,66,280965120	6003,6,307179520	6037,1,267104256	6056,47,300924928
1676841650404	5984,61,280965120	6003,5,307179520	6037,16,267104256	6056,35,300924928
1676841651407	5984,54,280965120	6003,7.000000000000001,307179520	6037,53,267374592	6056,15,300924928
1676841652409	5984,63,280965120	6003,6,307265536	6037,19,267374592	6056,30,301113344
1676841653410	5984,64.35643564356435,280965120	6003,7.920792079207921,307265536	6037,107.92079207920793,286633984	6056,16.831683168316832,301113344
1676841654411	5984,56.00000000000001,280965120	6003,4,307265536	6037,7.000000000000001,286633984	6056,64,309018624
1676841655412	5984,45,280965120	6003,3,307265536	6037,0,286633984	6056,36,309018624
1676841656413	5984,54,280965120	6003,4,307265536	6037,0,286633984	6056,36,309018624
1676841657414	5984,64,280965120	6003,4,307265536	6037,0,286633984	6056,69,311414784
1676841658415	5984,62,280965120	6003,5,307265536	6037,2,286679040	6056,51,311484416
1676841659416	5984,63,280965120	6003,4,307265536	6037,0,286679040	6056,53,311566336
1676841660418	5984,68,281042944	6003,6,307265536	6037,1,286679040	6056,71,312246272
1676841661420	5984,61.386138613861384,281042944	6003,3.9603960396039604,307265536	6037,0.9900990099009901,286679040	6056,43.56435643564357,312246272
1676841662421	5984,56.00000000000001,281042944	6003,5,307265536	6037,0,286679040	6056,39,312246272
1676841663423	5984,50,281042944	6003,4,307265536	6037,1,286679040	6056,45,312332288
1676841664428	5984,59,281309184	6003,3,307265536	6037,0,286679040	6056,40,312332288
1676841665431	5984,64.35643564356435,281309184	6003,3.9603960396039604,307265536	6037,0.9900990099009901,286679040	6056,45.54455445544555,312332288
1676841666433	5984,70,281309184	6003,6,307265536	6037,0,286679040	6056,49,312332288
1676841667439	5984,64,281309184	6003,4,307265536	6037,0,286760960	6056,45,312401920
1676841668441	5984,64.35643564356435,281309184	6003,5.9405940594059405,307265536	6037,2.9702970297029703,286760960	6056,41.584158415841586,312401920
1676841669443	5984,51,281309184	6003,3,307265536	6037,1,286760960	6056,38,312401920
1676841670445	5984,47,281309184	6003,3,307265536	6037,1,286760960	6056,32,312401920
1676841671446	5984,53,281309184	6003,4,307339264	6037,0,286760960	6056,39,312401920
1676841672448	5984,67,281403392	6003,4,307339264	6037,0,286760960	6056,50,312459264
1676841673449	5984,70.29702970297029,286978048	6003,8.91089108910891,307425280	6037,4.9504950495049505,286760960	6056,44.554455445544555,312459264
1676841674452	5984,72,287711232	6003,5,307425280	6037,0,286760960	6056,48,312459264
1676841675453	5984,60,287711232	6003,6,307425280	6037,39,287084544	6056,35,312459264
1676841676454	5984,52,287711232	6003,5,307425280	6037,47,287379456	6056,22,312541184
1676841677456	5984,42,287711232	6003,4,307425280	6037,0,287428608	6056,42,312582144
1676841678457	5984,45,287711232	6003,3,307425280	6037,0,287428608	6056,40,312582144
1676841679461	5984,50,287711232	6003,5,307519488	6037,18,287428608	6056,21,312582144
1676841680462	5984,56.43564356435643,287797248	6003,4.9504950495049505,307519488	6037,67.32673267326733,288317440	6056,19.801980198019802,312582144
1676841681463	5984,76,287989760	6003,5,307519488	6037,2,288358400	6056,56.99999999999999,312582144
1676841682464	5984,55.00000000000001,287989760	6003,5,307650560	6037,14.000000000000002,288358400	6056,32,312582144
1676841683465	5984,52,288038912	6003,7.000000000000001,307724288	6037,40,288694272	6056,11,312737792
1676841684466	5984,42,288038912	6003,3,307724288	6037,3,288694272	6056,32,312795136
1676841685467	5984,48,288038912	6003,3,307724288	6037,0,288694272	6056,42,312893440
1676841686469	5984,61,288071680	6003,6,307724288	6037,15,288694272	6056,26,312893440
1676841687472	5984,55.44554455445545,288071680	6003,4.9504950495049505,307724288	6037,29.7029702970297,288694272	6056,17.82178217821782,312893440
