1676842286675	12847,0,67182592	12877,0,66846720	12896,0,66228224	12918,0,69537792	12936,0,67399680	12955,0,67592192
1676842287677	12847,52,128638976	12877,53,136179712	12896,59,121556992	12918,55.00000000000001,117354496	12936,60,124067840	12955,51,121368576
1676842288681	12847,0.9900990099009901,130736128	12877,0.9900990099009901,136179712	12896,0,121556992	12918,0,117354496	12936,0,124067840	12955,0,121368576
1676842289686	12847,3,130736128	12877,1,136187904	12896,7.000000000000001,137134080	12918,0,117354496	12936,0,124067840	12955,2,121368576
1676842290690	12847,4.9504950495049505,133672960	12877,2.9702970297029703,136462336	12896,6.9306930693069315,139403264	12918,5.9405940594059405,130928640	12936,0,124067840	12955,0,121368576
1676842291691	12847,2,133672960	12877,0,136462336	12896,16,144424960	12918,3,133840896	12936,0,124067840	12955,0,121368576
1676842292694	12847,11,137895936	12877,5,139669504	12896,5,144666624	12918,4,134242304	12936,9,131571712	12955,1,121544704
1676842293698	12847,1,137895936	12877,0,139669504	12896,1,144936960	12918,1,136339456	12936,6,141062144	12955,0,121544704
1676842294701	12847,0.9900990099009901,137895936	12877,1.9801980198019802,139677696	12896,1.9801980198019802,144994304	12918,0.9900990099009901,136339456	12936,3.9603960396039604,143233024	12955,11.881188118811881,140402688
1676842295703	12847,1,137895936	12877,1,139677696	12896,1,144994304	12918,1,136339456	12936,17,147427328	12955,4,140402688
1676842296707	12847,6,145883136	12877,0,139677696	12896,2,144994304	12918,1,136339456	12936,1,147427328	12955,2,140664832
1676842297707	12847,62,153079808	12877,5,139677696	12896,51,148934656	12918,40,152264704	12936,1,147427328	12955,1,140664832
1676842298709	12847,108,239968256	12877,124,165601280	12896,42,157556736	12918,195,201666560	12936,200,218513408	12955,51,148881408
1676842299711	12847,93.06930693069307,251535360	12877,23.762376237623762,180363264	12896,1.9801980198019802,157626368	12918,7.920792079207921,201990144	12936,92.07920792079209,258486272	12955,93.06930693069307,185548800
1676842300712	12847,82,251650048	12877,22,198557696	12896,6,159723520	12918,54,227434496	12936,81,261390336	12955,25,186757120
1676842301716	12847,88,251805696	12877,13,215650304	12896,9,162627584	12918,3,227434496	12936,54,261521408	12955,51,193187840
1676842302718	12847,247.00000000000003,322621440	12877,24,215650304	12896,38,166305792	12918,1,227504128	12936,143,280928256	12955,97,228962304
1676842303720	12847,215.84158415841586,376172544	12877,18.81188118811881,216027136	12896,12.871287128712872,170971136	12918,0.9900990099009901,227504128	12936,213.86138613861388,283901952	12955,171.2871287128713,266805248
1676842304725	12847,113.99999999999999,376172544	12877,36,220532736	12896,152,220495872	12918,107,246685696	12936,6,283967488	12955,50,269774848
1676842305733	12847,159.40594059405942,377643008	12877,110.8910891089109,240623616	12896,27.722772277227726,220602368	12918,122.77227722772277,276619264	12936,64.35643564356435,284045312	12955,16.831683168316832,269905920
1676842306735	12847,76,377806848	12877,6,240648192	12896,10,229031936	12918,26,276631552	12936,57.99999999999999,286089216	12955,13,269905920
1676842307737	12847,131,377872384	12877,25,249876480	12896,151,254607360	12918,18,276668416	12936,61,293376000	12955,134,272334848
1676842308740	12847,97,377884672	12877,50,250957824	12896,30,255422464	12918,126,276996096	12936,131,296148992	12955,27,272424960
