1676605791546	31312,0,66760704	31331,0,65368064	31350,0,66134016	31368,0,66117632	31403,0,65376256
1676605792549	31312,71.28712871287128,129994752	31331,67.32673267326733,128450560	31350,66.33663366336634,114356224	31368,75.24752475247524,121749504	31403,67.32673267326733,121036800
1676605793552	31312,5,132132864	31331,2,128450560	31350,0,114356224	31368,0,121749504	31403,0,121036800
1676605794556	31312,52,136572928	31331,1,128450560	31350,1,114356224	31368,0,121749504	31403,0,121282560
1676605795558	31312,1.9801980198019802,137572352	31331,0.9900990099009901,129064960	31350,4.9504950495049505,129953792	31368,0,121749504	31403,0,121282560
1676605796561	31312,5,138383360	31331,3,131702784	31350,6,130527232	31368,7.000000000000001,135208960	31403,0,121282560
1676605797562	31312,4,138530816	31331,5,131911680	31350,2,132751360	31368,5,138317824	31403,12,134914048
1676605798565	31312,3,138772480	31331,2,132214784	31350,2,132751360	31368,1,140460032	31403,3,137531392
1676605799568	31312,8.91089108910891,145707008	31331,0.9900990099009901,132214784	31350,0.9900990099009901,132751360	31368,1.9801980198019802,140460032	31403,0.9900990099009901,137531392
1676605800576	31312,49,147451904	31331,26,142032896	31350,67,148316160	31368,23,145203200	31403,5,140050432
1676605801578	31312,102.97029702970298,200007680	31331,73.26732673267327,154787840	31350,7.920792079207921,149327872	31368,15.841584158415841,146575360	31403,172.27722772277227,166699008
1676605802582	31312,99,203341824	31331,47,163602432	31350,2,149401600	31368,3,146878464	31403,76,182484992
1676605803584	31312,95,203341824	31331,31,168738816	31350,1,149401600	31368,1,146878464	31403,65,190955520
1676605804589	31312,62.37623762376238,203341824	31331,8.91089108910891,168828928	31350,0.9900990099009901,149401600	31368,0.9900990099009901,146878464	31403,59.4059405940594,204140544
1676605805596	31312,63,203681792	31331,16,169099264	31350,0,149401600	31368,4,146878464	31403,56.99999999999999,204410880
1676605806597	31312,94.05940594059405,203681792	31331,8.91089108910891,175390720	31350,0.9900990099009901,149401600	31368,0,146993152	31403,43.56435643564357,204410880
1676605807600	31312,55.00000000000001,225824768	31331,5,183857152	31350,1,149401600	31368,1,146993152	31403,41,204681216
1676605808601	31312,43,230109184	31331,44,185954304	31350,1,149491712	31368,1,146993152	31403,32,206102528
1676605809602	31312,68,231190528	31331,5,185954304	31350,0,149491712	31368,0,146993152	31403,69,229351424
1676605810604	31312,61,265244672	31331,18,186327040	31350,1,149549056	31368,5,147070976	31403,35,255864832
1676605811607	31312,56.43564356435643,296181760	31331,20.792079207920793,186327040	31350,0,149549056	31368,75.24752475247524,149753856	31403,3.9603960396039604,255864832
1676605812608	31312,49,296181760	31331,3,186327040	31350,2,149549056	31368,1,149753856	31403,69,258568192
1676605813610	31312,126,304775168	31331,7.000000000000001,188592128	31350,53,150269952	31368,53,159653888	31403,0,0
1676605814612	31312,64,304844800	31331,28.000000000000004,199077888	31350,131,170590208	31368,6,159739904	31403,0,0
1676605815613	31312,39,304844800	31331,11,205369344	31350,1,170590208	31368,36,166445056	31403,0,0
1676605816614	31312,37,304844800	31331,6,211660800	31350,0,170590208	31368,49,195805184	31403,0,0
1676605817616	31312,24.752475247524753,304844800	31331,81.1881188118812,225251328	31350,0.9900990099009901,170590208	31368,40.5940594059406,195805184	31403,0,0
1676605818618	31312,38,333488128	31331,4,225251328	31350,0,170590208	31368,39,204464128	31403,0,0
1676605819619	31312,28.000000000000004,348254208	31331,5,225497088	31350,0,170590208	31368,21,204537856	31403,0,0
1676605820621	31312,36,348254208	31331,3,225497088	31350,1,170590208	31368,28.000000000000004,204537856	31403,0,0
1676605821622	31312,40,348254208	31331,3,225497088	31350,3,170590208	31368,14.000000000000002,204537856	31403,0,0
1676605822623	31312,21,348254208	31331,23,226361344	31350,48,183504896	31368,2,204537856	31403,0,0
1676605823624	31312,39,348254208	31331,5,226361344	31350,2,183582720	31368,60,226426880	31403,0,0
1676605824660	31312,54.45544554455446,348254208	31331,1.9801980198019802,226361344	31350,0,183582720	31368,28.71287128712871,226426880	31403,0,0
1676605825662	31312,26.21359223300971,348360704	31331,8.737864077669903,227192832	31350,0,183582720	31368,66.01941747572816,228794368	31403,0,0
1676605826664	31312,66,348692480	31331,2,227311616	31350,5,183582720	31368,0,0	31403,0,0
1676605827666	31312,90,400302080	31331,8,227311616	31350,108,202891264	31368,0,0	31403,0,0
1676605828667	31312,56.43564356435643,400568320	31331,3.9603960396039604,227311616	31350,53.46534653465347,203157504	31368,0,0	31403,0,0
1676605829668	31312,42,400568320	31331,3,227311616	31350,33,203243520	31368,0,0	31403,0,0
1676605830669	31312,44,400568320	31331,3,227311616	31350,68,203243520	31368,0,0	31403,0,0
1676605831670	31312,33,400658432	31331,36,233799680	31350,83,220622848	31368,0,0	31403,0,0
1676605832671	31312,68,400658432	31331,7.000000000000001,235962368	31350,83,222720000	31368,0,0	31403,0,0
1676605833676	31312,59,400801792	31331,2,235962368	31350,63,222720000	31368,0,0	31403,0,0
1676605834678	31312,72.27722772277228,400801792	31331,31.683168316831683,240279552	31350,59.4059405940594,249335808	31368,0,0	31403,0,0
1676605835679	31312,45,400801792	31331,9,240279552	31350,45,249606144	31368,0,0	31403,0,0
1676605836681	31312,61,400883712	31331,3,240279552	31350,79,249688064	31368,0,0	31403,0,0
1676605837683	31312,40,400969728	31331,10,240279552	31350,40,249688064	31368,0,0	31403,0,0
1676605838685	31312,47,400969728	31331,4,240279552	31350,50,249954304	31368,0,0	31403,0,0
1676605839687	31312,42.57425742574257,400969728	31331,5.9405940594059405,240390144	31350,74.25742574257426,252923904	31368,0,0	31403,0,0
1676605840688	31312,1,401027072	31331,0,0	31350,2,252960768	31368,0,0	31403,0,0
