1676842167670	11654,0,67284992	11673,0,66768896	11692,0,66666496	11711,0,69726208	11730,0,69447680
1676842168674	11654,52.475247524752476,134234112	11673,56.43564356435643,136130560	11692,52.475247524752476,117018624	11711,54.45544554455446,123691008	11730,55.44554455445545,125353984
1676842169679	11654,10,138518528	11673,0,136163328	11692,0,117018624	11711,0,123691008	11730,0,125353984
1676842170682	11654,2.9702970297029703,138752000	11673,0,136163328	11692,0,117018624	11711,0,123691008	11730,0,125353984
1676842171686	11654,3,138764288	11673,2,136429568	11692,6,130326528	11711,0,123691008	11730,0,125353984
1676842172690	11654,5,139612160	11673,2,137220096	11692,5,133431296	11711,5,137338880	11730,1,125353984
1676842173692	11654,3.9603960396039604,140017664	11673,3.9603960396039604,139534336	11692,1.9801980198019802,133677056	11711,4.9504950495049505,140435456	11730,6.9306930693069315,139149312
1676842174696	11654,7.000000000000001,147767296	11673,6,139829248	11692,3,135774208	11711,3,142585856	11730,3,144281600
1676842175699	11654,7.000000000000001,148733952	11673,1,139829248	11692,2,136044544	11711,1,142585856	11730,1,144281600
1676842176699	11654,70.29702970297029,154914816	11673,55.44554455445545,154914816	11692,48.51485148514851,153812992	11711,39.603960396039604,148680704	11730,55.44554455445545,153296896
1676842177700	11654,115.99999999999999,247726080	11673,66,168693760	11692,0,154054656	11711,1,149127168	11730,177,230629376
1676842178702	11654,66,248553472	11673,21,179257344	11692,2,154054656	11711,2,149127168	11730,62,256266240
1676842179702	11654,49,253247488	11673,13,183853056	11692,0,154054656	11711,0,149127168	11730,54,259776512
1676842180704	11654,52,253313024	11673,8,183853056	11692,1,154054656	11711,1,149217280	11730,73,274374656
1676842181707	11654,69,263847936	11673,16,194338816	11692,0,154177536	11711,1,149217280	11730,53,275996672
1676842182711	11654,72.27722772277228,264654848	11673,10.891089108910892,194412544	11692,0,154177536	11711,0,149217280	11730,37.62376237623762,276111360
1676842183712	11654,66,268238848	11673,12,194441216	11692,1,154177536	11711,1,149217280	11730,36,276176896
1676842184713	11654,43,268529664	11673,16,195121152	11692,0,154177536	11711,0,149217280	11730,91,293740544
1676842185714	11654,39,268529664	11673,92,254816256	11692,1,154177536	11711,0,149217280	11730,96,300576768
1676842186716	11654,45,268603392	11673,5,269979648	11692,1,154177536	11711,1,149217280	11730,40,300777472
1676842187716	11654,39,268603392	11673,5,282562560	11692,0,154177536	11711,0,149217280	11730,27,300838912
1676842188718	11654,36,269139968	11673,6,299339776	11692,1,154284032	11711,1,149315584	11730,35,301109248
1676842189719	11654,50,269139968	11673,3,299339776	11692,0,154284032	11711,1,149315584	11730,28.000000000000004,301109248
1676842190720	11654,33.663366336633665,269295616	11673,6.9306930693069315,300703744	11692,0.9900990099009901,154284032	11711,22.772277227722775,152190976	11730,24.752475247524753,301109248
1676842191723	11654,33,269451264	11673,6,300789760	11692,10,154460160	11711,72,170790912	11730,6,301109248
1676842192724	11654,56.99999999999999,269520896	11673,31,300789760	11692,1,154460160	11711,14.000000000000002,170942464	11730,42,301109248
1676842193725	11654,52,269520896	11673,51,301060096	11692,0,154460160	11711,66,207081472	11730,10,301187072
1676842194726	11654,55.00000000000001,269520896	11673,8,301060096	11692,1,154460160	11711,1,207081472	11730,52,301187072
