1676842726388	17493,0,66875392	17512,0,67964928	17531,0,68173824	17569,0,68026368
1676842727391	17493,46.53465346534654,127717376	17512,44.554455445544555,128172032	17531,53.46534653465347,123404288	17569,52.475247524752476,121610240
1676842728393	17493,3,129851392	17512,1,128172032	17531,0,123404288	17569,0,121610240
1676842729398	17493,3,129855488	17512,2,128753664	17531,6,136970240	17569,0,121610240
1676842730402	17493,5.9405940594059405,133308416	17512,1.9801980198019802,129679360	17531,2.9702970297029703,139825152	17569,4.9504950495049505,135294976
1676842731406	17493,21,144719872	17512,4,131805184	17531,3,141922304	17569,7.000000000000001,137936896
1676842732407	17493,84,194752512	17512,3,132050944	17531,3,142188544	17569,3,140304384
1676842733408	17493,163,248217600	17512,86,152653824	17531,52,149196800	17569,156,176713728
1676842734408	17493,246,274698240	17512,107,194023424	17531,151,217886720	17569,161,257368064
1676842735410	17493,227.7227722772277,281026560	17512,37.62376237623762,194359296	17531,161.3861386138614,258334720	17569,78.21782178217822,260239360
1676842736411	17493,236,323592192	17512,60,205197312	17531,80,258809856	17569,106,260689920
1676842737413	17493,179,372555776	17512,194,246198272	17531,106,260546560	17569,125,273719296
1676842738414	17493,160,372584448	17512,136,257560576	17531,2,260546560	17569,176,284962816
1676842739417	17493,169,372621312	17512,17,266051584	17531,0,260546560	17569,170,287666176
1676842740419	17493,163,372731904	17512,14.000000000000002,280731648	17531,1,260546560	17569,163,289595392
1676842741421	17493,166.33663366336634,372731904	17512,36.633663366336634,280739840	17531,0,260546560	17569,149.5049504950495,293232640
1676842742422	17493,189,432115712	17512,73,285605888	17531,1,260546560	17569,143,293445632
1676842743425	17493,172,432115712	17512,23,287703040	17531,112.00000000000001,276226048	17569,72,293515264
1676842744426	17493,171,432185344	17512,20,308764672	17531,119,279760896	17569,79,294055936
1676842745428	17493,182,432185344	17512,14.000000000000002,308764672	17531,75,279777280	17569,86,296759296
1676842746431	17493,163.36633663366337,432263168	17512,10.891089108910892,308764672	17531,268.31683168316835,315445248	17569,85.14851485148515,296759296
1676842747432	17493,171,432263168	17512,12,308764672	17531,74,318132224	17569,107,296841216
1676842748433	17493,159,432263168	17512,15,308764672	17531,90,318132224	17569,96,297295872
1676842749434	17493,167,432263168	17512,13,308764672	17531,108,318189568	17569,57.99999999999999,298336256
1676842750436	17493,165,432263168	17512,17,308834304	17531,56.00000000000001,318189568	17569,90,298336256
1676842751437	17493,162,432263168	17512,21,308834304	17531,84,318238720	17569,73,298336256
1676842752438	17493,166,432345088	17512,10,308834304	17531,47,318312448	17569,149,298336256
1676842753439	17493,151,432345088	17512,9,308834304	17531,1,318349312	17569,108,298344448
1676842754441	17493,165.34653465346534,432345088	17512,13.861386138613863,308834304	17531,71.28712871287128,318410752	17569,65.34653465346535,298557440
1676842755442	17493,165,432345088	17512,15,308834304	17531,90,318672896	17569,48,339099648
1676842756443	17493,155,432345088	17512,8,308834304	17531,8,318672896	17569,101,339099648
1676842757444	17493,161,432431104	17512,10,308834304	17531,59,318742528	17569,60,339099648
1676842758446	17493,135,433344512	17512,7.000000000000001,308989952	17531,0,0	17569,96,339177472
1676842759447	17493,160,433344512	17512,8,308989952	17531,0,0	17569,131,344313856
1676842760449	17493,155,433344512	17512,11,308989952	17531,0,0	17569,87,344313856
1676842761452	17493,190.0990099009901,437743616	17512,23.762376237623762,309252096	17531,0,0	17569,91.0891089108911,344313856
1676842762454	17493,157,437882880	17512,9,309252096	17531,0,0	17569,97,344391680
1676842763456	17493,155,438034432	17512,8,309252096	17531,0,0	17569,93,344391680
1676842764458	17493,149,438099968	17512,7.000000000000001,309338112	17531,0,0	17569,89,344391680
1676842765459	17493,151,438190080	17512,13,309374976	17531,0,0	17569,96,344391680
1676842766460	17493,151.4851485148515,438190080	17512,9.900990099009901,309374976	17531,0,0	17569,90.0990099009901,344473600
1676842767461	17493,149,438190080	17512,8,309374976	17531,0,0	17569,93,344473600
1676842768463	17493,147,438190080	17512,9,309424128	17531,0,0	17569,93,344473600
1676842769465	17493,148,438190080	17512,11,309424128	17531,0,0	17569,93,344473600
1676842770467	17493,148,438190080	17512,9,309424128	17531,0,0	17569,94,344473600
1676842771469	17493,149,438190080	17512,10,309424128	17531,0,0	17569,91,344473600
1676842772471	17493,144.55445544554456,438190080	17512,13.861386138613863,310292480	17531,0,0	17569,116.83168316831683,344473600
1676842773473	17493,145,438190080	17512,13,310292480	17531,0,0	17569,127,344641536
1676842774474	17493,147,438190080	17512,9,310292480	17531,0,0	17569,150,345948160
1676842775477	17493,150,438190080	17512,6,310292480	17531,0,0	17569,152,348299264
1676842776478	17493,147,438190080	17512,7.000000000000001,310292480	17531,0,0	17569,108,348299264
1676842777481	17493,147.5247524752475,438288384	17512,6.9306930693069315,310292480	17531,0,0	17569,104.95049504950495,348336128
1676842778483	17493,147,438288384	17512,10,310374400	17531,0,0	17569,112.99999999999999,348409856
1676842779484	17493,147,438288384	17512,12,310374400	17531,0,0	17569,108,348512256
1676842780486	17493,148,438288384	17512,7.000000000000001,310374400	17531,0,0	17569,109.00000000000001,348512256
1676842781489	17493,148,438374400	17512,7.000000000000001,310374400	17531,0,0	17569,113.99999999999999,348590080
1676842782490	17493,146.53465346534654,442286080	17512,6.9306930693069315,310374400	17531,0,0	17569,100,348590080
1676842783492	17493,148,442286080	17512,14.000000000000002,310374400	17531,0,0	17569,108,348590080
1676842784495	17493,144,442286080	17512,10,310374400	17531,0,0	17569,103,348590080
1676842785497	17493,131,442286080	17512,6,310374400	17531,0,0	17569,108,348590080
1676842786501	17493,130.6930693069307,442286080	17512,7.920792079207921,310374400	17531,0,0	17569,103.96039603960396,397426688
1676842787502	17493,121,442286080	17512,6,310374400	17531,0,0	17569,97,397426688
1676842788504	17493,1,442286080	17512,0,0	17531,0,0	17569,4,397619200
