1676816826823	829,0,66715648	870,0,67321856	892,0,68669440	922,0,70090752	983,0,67280896
1676816827825	829,79,130940928	870,105,133795840	892,112.00000000000001,125751296	922,118,123654144	983,118,123174912
1676816828828	829,4,133308416	870,1,134066176	892,1,125775872	922,0,123654144	983,0,123174912
1676816829829	829,44,137519104	870,1,134066176	892,0,125775872	922,0,123654144	983,0,123174912
1676816830831	829,2.9702970297029703,137519104	870,0,134066176	892,0,125775872	922,0,123654144	983,0,123174912
1676816831832	829,2,137519104	870,5,134348800	892,11,141967360	922,0,123654144	983,0,123174912
1676816832835	829,5,138543104	870,7.000000000000001,137465856	892,4,142352384	922,12,140558336	983,1,123592704
1676816833838	829,2,138797056	870,1,137494528	892,0,142323712	922,1,142680064	983,10,139714560
1676816834839	829,7.000000000000001,146284544	870,5,137883648	892,2,144420864	922,3,142979072	983,1,139730944
1676816835843	829,3.9603960396039604,146907136	870,0,137883648	892,0,144420864	922,0,142979072	983,0.9900990099009901,141828096
1676816836845	829,212,192794624	870,143,154292224	892,78,150654976	922,38,148287488	983,260,189038592
1676816837848	829,206,242741248	870,98,157044736	892,1,150654976	922,287,204189696	983,110.00000000000001,209965056
1676816838850	829,229,253124608	870,66,165908480	892,122,154390528	922,111.00000000000001,213311488	983,200.99999999999997,248832000
1676816839853	829,280.1980198019802,274546688	870,49.504950495049506,168005632	892,0.9900990099009901,154390528	922,274.2574257425743,265007104	983,86.13861386138613,249102336
1676816840854	829,277,281669632	870,66,196554752	892,0,154390528	922,0,0	983,171,249204736
1676816841860	829,200,281808896	870,151,233287680	892,275,210214912	922,0,0	983,49,249323520
1676816842866	829,110.8910891089109,281878528	870,274.2574257425743,292941824	892,83.16831683168317,215355392	922,0,0	983,265.34653465346537,290504704
1676816843869	829,171,281964544	870,23,307621888	892,10,215564288	922,0,0	983,267,299028480
1676816844871	829,183.16831683168317,325021696	870,9.900990099009901,308183040	892,0,0	922,0,0	983,43.56435643564357,299077632
1676816845874	829,178,449425408	870,5,308195328	892,0,0	922,0,0	983,212,301297664
1676816846877	829,163,515371008	870,9,308195328	892,0,0	922,0,0	983,195,305483776
1676816847883	829,151,547688448	870,47,308195328	892,0,0	922,0,0	983,169,305565696
1676816848885	829,152.4752475247525,547688448	870,48.51485148514851,310358016	892,0,0	922,0,0	983,93.06930693069307,305696768
1676816849887	829,153,547688448	870,8,310358016	892,0,0	922,0,0	983,143,346091520
1676816850890	829,150,548831232	870,23,314552320	892,0,0	922,0,0	983,108,346091520
1676816851892	829,53.46534653465347,549232640	870,0,0	892,0,0	922,0,0	983,34.65346534653465,346177536
